salary_id,employee_id,month,basic_salary,hra,special_allowance,overtime_pay,gross_salary,tax_deduction,pf_deduction,leave_deduction,total_deductions,net_salary
21,1002,2025-09,60000,12000.0,9000.0,2500,83500.0,8350.0,7200.0,0.0,15550.0,67950.0
22,1002,2025-10,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,2608.7,17908.7,63091.3
23,1002,2025-11,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,3000.0,18300.0,62700.0
24,1002,2025-12,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,2608.7,17908.7,63091.3
25,1003,2025-02,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
26,1003,2025-03,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
27,1003,2025-04,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
28,1003,2025-05,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2500.0,16525.0,57725.0
29,1003,2025-06,55000,11000.0,8250.0,5500,79750.0,7975.0,6600.0,0.0,14575.0,65175.0
30,1003,2025-07,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
31,1003,2025-08,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,5238.1,19263.1,54986.9
32,1003,2025-09,55000,11000.0,8250.0,500,74750.0,7475.0,6600.0,7500.0,21575.0,53175.0
33,1003,2025-10,55000,11000.0,8250.0,1000,75250.0,7525.0,6600.0,0.0,14125.0,61125.0
34,1003,2025-11,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
35,1003,2025-12,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,7173.91,21198.91,53051.09
36,1004,2025-07,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,5217.39,43917.39,118082.61
37,1004,2025-08,120000,24000.0,18000.0,2000,164000.0,24600.0,14400.0,5714.29,44714.29,119285.71
38,1004,2025-09,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
39,1004,2025-10,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
40,1004,2025-11,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,6000.0,44700.0,117300.0
41,1004,2025-12,120000,24000.0,18000.0,3500,165500.0,24825.0,14400.0,5217.39,44442.39,121057.61
42,1005,2025-01,70000,14000.0,10500.0,1500,96000.0,9600.0,8400.0,3043.48,21043.48,74956.52
43,1005,2025-02,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,0.0,17900.0,77100.0
44,1005,2025-03,70000,14000.0,10500.0,1500,96000.0,9600.0,8400.0,3333.33,21333.33,74666.67
45,1005,2025-04,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
46,1005,2025-05,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
47,1005,2025-06,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,10000.0,27850.0,66650.0
48,1005,2025-07,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
49,1005,2025-08,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
50,1005,2025-09,70000,14000.0,10500.0,3000,97500.0,9750.0,8400.0,6363.64,24513.64,72986.36
51,1005,2025-10,70000,14000.0,10500.0,5000,99500.0,9950.0,8400.0,3043.48,21393.48,78106.52
52,1005,2025-11,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
53,1005,2025-12,70000,14000.0,10500.0,1000,95500.0,9550.0,8400.0,0.0,17950.0,77550.0
54,1006,2025-01,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
55,1006,2025-02,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3500.0,21350.0,73150.0
56,1006,2025-03,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
57,1006,2025-04,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,6363.64,24213.64,70286.36
58,1006,2025-05,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
59,1006,2025-06,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,10000.0,27850.0,66650.0
60,1006,2025-07,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
61,1006,2025-08,70000,14000.0,10500.0,6000,100500.0,15075.0,8400.0,0.0,23475.0,77025.0
62,1006,2025-09,70000,14000.0,10500.0,1000,95500.0,9550.0,8400.0,0.0,17950.0,77550.0
63,1006,2025-10,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,6086.96,23936.96,70563.04
64,1006,2025-11,70000,14000.0,10500.0,5500,100000.0,10000.0,8400.0,3500.0,21900.0,78100.0
65,1006,2025-12,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
66,1007,2025-01,55000,11000.0,8250.0,1500,75750.0,7575.0,6600.0,2391.3,16566.3,59183.7
67,1007,2025-02,55000,11000.0,8250.0,1000,75250.0,7525.0,6600.0,0.0,14125.0,61125.0
68,1007,2025-03,55000,11000.0,8250.0,4500,78750.0,7875.0,6600.0,0.0,14475.0,64275.0
69,1007,2025-04,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
70,1007,2025-05,55000,11000.0,8250.0,1000,75250.0,7525.0,6600.0,0.0,14125.0,61125.0
71,1007,2025-06,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
72,1007,2025-07,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
73,1007,2025-08,55000,11000.0,8250.0,500,74750.0,7475.0,6600.0,0.0,14075.0,60675.0
74,1007,2025-09,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,5000.0,19025.0,55225.0
75,1007,2025-10,55000,11000.0,8250.0,500,74750.0,7475.0,6600.0,0.0,14075.0,60675.0
76,1007,2025-11,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2750.0,16775.0,57475.0
77,1007,2025-12,55000,11000.0,8250.0,2000,76250.0,7625.0,6600.0,7173.91,21398.91,54851.09
78,1008,2025-01,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
79,1008,2025-02,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
80,1008,2025-03,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
81,1008,2025-04,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
82,1008,2025-05,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
83,1008,2025-06,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,6666.67,24516.67,69983.33
84,1008,2025-07,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
85,1008,2025-08,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,10000.0,27850.0,66650.0
86,1008,2025-09,70000,14000.0,10500.0,4000,98500.0,9850.0,8400.0,3181.82,21431.82,77068.18
87,1008,2025-10,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
88,1008,2025-11,70000,14000.0,10500.0,1500,96000.0,9600.0,8400.0,0.0,18000.0,78000.0
89,1008,2025-12,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
90,1009,2025-01,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
91,1009,2025-02,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2500.0,15250.0,52250.0
92,1009,2025-03,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
93,1009,2025-04,50000,10000.0,7500.0,2000,69500.0,6950.0,6000.0,6818.18,19768.18,49731.82
94,1009,2025-05,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2272.73,15022.73,52477.27
95,1009,2025-06,50000,10000.0,7500.0,2500,70000.0,7000.0,6000.0,9523.81,22523.81,47476.19
96,1009,2025-07,50000,10000.0,7500.0,6000,73500.0,7350.0,6000.0,0.0,13350.0,60150.0
97,1009,2025-08,50000,10000.0,7500.0,4000,71500.0,7150.0,6000.0,0.0,13150.0,58350.0
98,1009,2025-09,50000,10000.0,7500.0,1500,69000.0,6900.0,6000.0,0.0,12900.0,56100.0
99,1009,2025-10,50000,10000.0,7500.0,1000,68500.0,6850.0,6000.0,2173.91,15023.91,53476.09
100,1009,2025-11,50000,10000.0,7500.0,6000,73500.0,7350.0,6000.0,0.0,13350.0,60150.0
101,1009,2025-12,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4347.83,17097.83,50402.17
102,1010,2025-01,90000,18000.0,13500.0,1500,123000.0,18450.0,10800.0,0.0,29250.0,93750.0
103,1010,2025-02,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
104,1010,2025-03,90000,18000.0,13500.0,3500,125000.0,18750.0,10800.0,4285.71,33835.71,91164.29
105,1010,2025-04,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,4090.91,33115.91,88384.09
106,1010,2025-05,90000,18000.0,13500.0,2000,123500.0,18525.0,10800.0,4090.91,33415.91,90084.09
107,1010,2025-06,90000,18000.0,13500.0,6000,127500.0,19125.0,10800.0,0.0,29925.0,97575.0
108,1010,2025-07,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,3913.04,32938.04,88561.96
109,1010,2025-08,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
110,1010,2025-09,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,4090.91,33115.91,88384.09
111,1010,2025-10,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,7826.09,36851.09,84648.91
112,1010,2025-11,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
113,1010,2025-12,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
114,1011,2025-01,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
115,1011,2025-02,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,5000.0,17750.0,49750.0
116,1011,2025-03,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
117,1011,2025-04,50000,10000.0,7500.0,1500,69000.0,6900.0,6000.0,0.0,12900.0,56100.0
118,1011,2025-05,50000,10000.0,7500.0,500,68000.0,6800.0,6000.0,6818.18,19618.18,48381.82
119,1011,2025-06,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
120,1011,2025-07,50000,10000.0,7500.0,1500,69000.0,6900.0,6000.0,0.0,12900.0,56100.0
121,1011,2025-08,50000,10000.0,7500.0,500,68000.0,6800.0,6000.0,0.0,12800.0,55200.0
122,1011,2025-09,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
123,1011,2025-10,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,8695.65,21445.65,46054.35
124,1011,2025-11,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
125,1011,2025-12,50000,10000.0,7500.0,3000,70500.0,7050.0,6000.0,2173.91,15223.91,55276.09
126,1012,2025-01,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,2608.7,17908.7,63091.3
127,1012,2025-02,60000,12000.0,9000.0,1500,82500.0,8250.0,7200.0,0.0,15450.0,67050.0
128,1012,2025-03,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
129,1012,2025-04,60000,12000.0,9000.0,2000,83000.0,8300.0,7200.0,0.0,15500.0,67500.0
130,1012,2025-05,60000,12000.0,9000.0,2000,83000.0,8300.0,7200.0,2727.27,18227.27,64772.73
131,1012,2025-06,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,2857.14,18157.14,62842.86
132,1012,2025-07,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
133,1012,2025-08,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
134,1012,2025-09,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
135,1012,2025-10,60000,12000.0,9000.0,3500,84500.0,8450.0,7200.0,2608.7,18258.7,66241.3
136,1012,2025-11,60000,12000.0,9000.0,5000,86000.0,8600.0,7200.0,0.0,15800.0,70200.0
137,1012,2025-12,60000,12000.0,9000.0,0,81000.0,8100.0,7200.0,0.0,15300.0,65700.0
138,1013,2025-01,55000,11000.0,8250.0,500,74750.0,7475.0,6600.0,2391.3,16466.3,58283.7
139,1013,2025-02,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,5500.0,19525.0,54725.0
140,1013,2025-03,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2619.05,16644.05,57605.95
141,1013,2025-04,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
142,1013,2025-05,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,7500.0,21525.0,52725.0
143,1013,2025-06,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,5238.1,19263.1,54986.9
144,1013,2025-07,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2391.3,16416.3,57833.7
145,1013,2025-08,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
146,1013,2025-09,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
147,1013,2025-10,55000,11000.0,8250.0,4500,78750.0,7875.0,6600.0,2391.3,16866.3,61883.7
148,1013,2025-11,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
149,1013,2025-12,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
150,1014,2025-01,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,0.0,11475.0,49275.0
151,1014,2025-02,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,0.0,11475.0,49275.0
152,1014,2025-03,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,0.0,11475.0,49275.0
153,1014,2025-04,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,6136.36,17611.36,43138.64
154,1014,2025-05,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,0.0,11475.0,49275.0
155,1014,2025-06,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,2142.86,13617.86,47132.14
156,1014,2025-07,45000,9000.0,6750.0,5000,65750.0,6575.0,5400.0,0.0,11975.0,53775.0
157,1014,2025-08,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,6428.57,17903.57,42846.43
158,1014,2025-09,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,4090.91,15565.91,45184.09
159,1014,2025-10,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,1956.52,13431.52,47318.48
160,1014,2025-11,45000,9000.0,6750.0,3000,63750.0,6375.0,5400.0,6750.0,18525.0,45225.0
161,1014,2025-12,45000,9000.0,6750.0,0,60750.0,6075.0,5400.0,3913.04,15388.04,45361.96
162,1015,2025-01,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
163,1015,2025-02,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,5000.0,17750.0,49750.0
164,1015,2025-03,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
165,1015,2025-04,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,11363.64,24113.64,43386.36
166,1015,2025-05,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4545.45,17295.45,50204.55
167,1015,2025-06,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4761.9,17511.9,49988.1
168,1015,2025-07,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
169,1015,2025-08,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
170,1015,2025-09,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
171,1015,2025-10,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4347.83,17097.83,50402.17
172,1015,2025-11,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
173,1015,2025-12,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
174,1016,2025-01,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,5652.17,22227.17,65522.83
175,1016,2025-02,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,3250.0,19825.0,67925.0
176,1016,2025-03,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,6190.48,22765.48,64984.52
177,1016,2025-04,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
178,1016,2025-05,65000,13000.0,9750.0,500,88250.0,8825.0,7800.0,0.0,16625.0,71625.0
179,1016,2025-06,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,9285.71,25860.71,61889.29
180,1016,2025-07,65000,13000.0,9750.0,500,88250.0,8825.0,7800.0,0.0,16625.0,71625.0
181,1016,2025-08,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,3095.24,19670.24,68079.76
182,1016,2025-09,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,2954.55,19529.55,68220.45
183,1016,2025-10,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,2826.09,19401.09,68348.91
184,1016,2025-11,65000,13000.0,9750.0,4500,92250.0,9225.0,7800.0,6500.0,23525.0,68725.0
185,1016,2025-12,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
186,1017,2025-01,95000,19000.0,14250.0,1500,129750.0,19462.5,11400.0,12391.3,43253.8,86496.2
187,1017,2025-02,95000,19000.0,14250.0,6000,134250.0,20137.5,11400.0,23750.0,55287.5,78962.5
188,1017,2025-03,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4523.81,35161.31,93088.69
189,1017,2025-04,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,8636.36,39273.86,88976.14
190,1017,2025-05,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
191,1017,2025-06,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
192,1017,2025-07,95000,19000.0,14250.0,2000,130250.0,19537.5,11400.0,4130.43,35067.93,95182.07
193,1017,2025-08,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,22619.05,53256.55,74993.45
194,1017,2025-09,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,17272.73,47910.23,80339.77
195,1017,2025-10,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
196,1017,2025-11,95000,19000.0,14250.0,6000,134250.0,20137.5,11400.0,0.0,31537.5,102712.5
197,1017,2025-12,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
198,1018,2025-01,95000,19000.0,14250.0,1500,129750.0,19462.5,11400.0,0.0,30862.5,98887.5
199,1018,2025-02,95000,19000.0,14250.0,500,128750.0,19312.5,11400.0,0.0,30712.5,98037.5
200,1018,2025-03,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4523.81,35161.31,93088.69
201,1018,2025-04,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,8636.36,39273.86,88976.14
202,1018,2025-05,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
203,1018,2025-06,95000,19000.0,14250.0,4500,132750.0,19912.5,11400.0,0.0,31312.5,101437.5
204,1018,2025-07,95000,19000.0,14250.0,1000,129250.0,19387.5,11400.0,12391.3,43178.8,86071.2
205,1018,2025-08,95000,19000.0,14250.0,5000,133250.0,19987.5,11400.0,4523.81,35911.31,97338.69
206,1018,2025-09,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4318.18,34955.68,93294.32
207,1018,2025-10,95000,19000.0,14250.0,1500,129750.0,19462.5,11400.0,24782.61,55645.11,74104.89
208,1018,2025-11,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
209,1018,2025-12,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4130.43,34767.93,93482.07
210,1019,2025-01,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
211,1019,2025-02,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
212,1019,2025-03,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
213,1019,2025-04,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,8636.36,39273.86,88976.14
214,1019,2025-05,95000,19000.0,14250.0,500,128750.0,19312.5,11400.0,0.0,30712.5,98037.5
215,1019,2025-06,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
216,1019,2025-07,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4130.43,34767.93,93482.07
217,1019,2025-08,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,9047.62,39685.12,88564.88
218,1019,2025-09,95000,19000.0,14250.0,4000,132250.0,19837.5,11400.0,0.0,31237.5,101012.5
219,1019,2025-10,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4130.43,34767.93,93482.07
220,1019,2025-11,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4750.0,35387.5,92862.5
221,1019,2025-12,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,8260.87,38898.37,89351.63
222,1020,2025-01,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
223,1020,2025-02,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
224,1020,2025-03,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2619.05,16644.05,57605.95
225,1020,2025-04,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2500.0,16525.0,57725.0
226,1020,2025-05,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2500.0,16525.0,57725.0
227,1020,2025-06,55000,11000.0,8250.0,2000,76250.0,7625.0,6600.0,2619.05,16844.05,59405.95
228,1020,2025-07,55000,11000.0,8250.0,2000,76250.0,7625.0,6600.0,0.0,14225.0,62025.0
229,1020,2025-08,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2619.05,16644.05,57605.95
230,1020,2025-09,55000,11000.0,8250.0,500,74750.0,7475.0,6600.0,0.0,14075.0,60675.0
231,1020,2025-10,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
232,1020,2025-11,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
233,1020,2025-12,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
234,1021,2025-01,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
235,1021,2025-02,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
236,1021,2025-03,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,0.0,17900.0,77100.0
237,1021,2025-04,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
238,1021,2025-05,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
239,1021,2025-06,70000,14000.0,10500.0,1500,96000.0,9600.0,8400.0,0.0,18000.0,78000.0
240,1021,2025-07,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
241,1021,2025-08,70000,14000.0,10500.0,2500,97000.0,9700.0,8400.0,0.0,18100.0,78900.0
242,1021,2025-09,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
243,1021,2025-10,70000,14000.0,10500.0,1500,96000.0,9600.0,8400.0,0.0,18000.0,78000.0
244,1021,2025-11,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,3500.0,21400.0,73600.0
245,1021,2025-12,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,15217.39,33067.39,61432.61
246,1022,2025-01,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
247,1022,2025-02,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2750.0,16775.0,57475.0
248,1022,2025-03,55000,11000.0,8250.0,500,74750.0,7475.0,6600.0,0.0,14075.0,60675.0
249,1022,2025-04,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
250,1022,2025-05,55000,11000.0,8250.0,3500,77750.0,7775.0,6600.0,5000.0,19375.0,58375.0
251,1022,2025-06,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,2619.05,16644.05,57605.95
252,1022,2025-07,55000,11000.0,8250.0,0,74250.0,7425.0,6600.0,0.0,14025.0,60225.0
