attendance_id,employee_id,month,working_days,present_days,leave_days,absent_days,late_days,expected_working_hours,actual_working_hours,overtime_hours,attendance_percentage
79,1008,2025-02,20,20,0,0,0,160,156,0,100.0
80,1008,2025-03,21,20,1,0,1,168,160,0,95.24
81,1008,2025-04,22,22,0,0,1,176,178,0,100.0
82,1008,2025-05,22,21,1,0,2,176,166,0,95.45
83,1008,2025-06,21,18,1,2,2,168,140,0,85.71
84,1008,2025-07,23,18,5,0,2,184,143,0,78.26
85,1008,2025-08,21,16,2,3,5,168,124,0,76.19
86,1008,2025-09,22,20,1,1,1,176,170,8,90.91
87,1008,2025-10,23,23,0,0,2,184,186,0,100.0
88,1008,2025-11,20,20,0,0,1,160,165,3,100.0
89,1008,2025-12,23,23,0,0,0,184,180,0,100.0
90,1009,2025-01,23,22,1,0,0,184,176,0,95.65
91,1009,2025-02,20,19,0,1,1,160,154,0,95.0
92,1009,2025-03,21,20,0,1,1,168,160,0,95.24
93,1009,2025-04,22,17,2,3,3,176,139,4,77.27
94,1009,2025-05,22,21,0,1,0,176,165,0,95.45
95,1009,2025-06,21,17,0,4,5,168,139,5,80.95
96,1009,2025-07,23,23,0,0,1,184,196,12,100.0
97,1009,2025-08,21,20,1,0,0,168,167,8,95.24
98,1009,2025-09,22,22,0,0,1,176,175,3,100.0
99,1009,2025-10,23,22,0,1,2,184,180,2,95.65
100,1009,2025-11,20,20,0,0,2,160,172,12,100.0
101,1009,2025-12,23,20,1,2,2,184,162,0,86.96
102,1010,2025-01,23,23,0,0,2,184,184,3,100.0
103,1010,2025-02,20,19,1,0,2,160,149,0,95.0
104,1010,2025-03,21,20,0,1,2,168,167,7,95.24
105,1010,2025-04,22,21,0,1,0,176,166,0,95.45
106,1010,2025-05,22,21,0,1,2,176,170,4,95.45
107,1010,2025-06,21,19,2,0,1,168,163,12,90.48
108,1010,2025-07,23,22,0,1,1,184,172,0,95.65
109,1010,2025-08,21,21,0,0,1,168,165,0,100.0
110,1010,2025-09,22,21,0,1,0,176,169,0,95.45
111,1010,2025-10,23,20,1,2,3,184,162,0,86.96
112,1010,2025-11,20,19,1,0,2,160,151,0,95.0
113,1010,2025-12,23,22,1,0,2,184,174,0,95.65
114,1011,2025-01,23,22,0,1,2,184,177,0,95.65
115,1011,2025-02,20,16,2,2,2,160,124,0,80.0
116,1011,2025-03,21,21,0,0,2,168,168,0,100.0
117,1011,2025-04,22,20,2,0,2,176,162,3,90.91
118,1011,2025-05,22,17,2,3,5,176,139,1,77.27
119,1011,2025-06,21,20,0,1,2,168,162,0,95.24
120,1011,2025-07,23,21,2,0,3,184,172,3,91.3
121,1011,2025-08,21,20,1,0,0,168,161,1,95.24
122,1011,2025-09,22,21,1,0,0,176,166,0,95.45
123,1011,2025-10,23,19,0,4,2,184,149,0,82.61
124,1011,2025-11,20,19,1,0,2,160,148,0,95.0
125,1011,2025-12,23,20,2,1,2,184,168,6,86.96
126,1012,2025-01,23,22,0,1,1,184,176,0,95.65
127,1012,2025-02,20,17,3,0,1,160,140,3,85.0
128,1012,2025-03,21,19,2,0,2,168,149,0,90.48
129,1012,2025-04,22,21,1,0,2,176,168,4,95.45
130,1012,2025-05,22,21,0,1,2,176,172,4,95.45
131,1012,2025-06,21,20,0,1,2,168,161,0,95.24
132,1012,2025-07,23,22,1,0,0,184,172,0,95.65
133,1012,2025-08,21,21,0,0,1,168,169,0,100.0
134,1012,2025-09,22,20,2,0,1,176,159,0,90.91
135,1012,2025-10,23,22,0,1,2,184,183,7,95.65
136,1012,2025-11,20,19,1,0,0,160,163,10,95.0
137,1012,2025-12,23,23,0,0,0,184,185,0,100.0
138,1013,2025-01,23,22,0,1,2,184,179,1,95.65
139,1013,2025-02,20,16,2,2,2,160,130,0,80.0
140,1013,2025-03,21,20,0,1,1,168,156,0,95.24
141,1013,2025-04,22,22,0,0,1,176,174,0,100.0
142,1013,2025-05,22,17,2,3,4,176,132,0,77.27
143,1013,2025-06,21,19,0,2,2,168,151,0,90.48
144,1013,2025-07,23,22,0,1,2,184,174,0,95.65
145,1013,2025-08,21,21,0,0,1,168,169,0,100.0
146,1013,2025-09,22,22,0,0,1,176,177,0,100.0
147,1013,2025-10,23,22,0,1,1,184,184,9,95.65
148,1013,2025-11,20,20,0,0,1,160,162,0,100.0
149,1013,2025-12,23,22,1,0,0,184,175,0,95.65
150,1014,2025-01,23,23,0,0,0,184,186,0,100.0
151,1014,2025-02,20,20,0,0,0,160,160,0,100.0
152,1014,2025-03,21,20,1,0,1,168,157,0,95.24
153,1014,2025-04,22,19,0,3,3,176,151,0,86.36
154,1014,2025-05,22,21,1,0,2,176,169,0,95.45
155,1014,2025-06,21,20,0,1,0,168,158,0,95.24
156,1014,2025-07,23,23,0,0,2,184,192,10,100.0
157,1014,2025-08,21,17,1,3,4,168,134,0,80.95
158,1014,2025-09,22,17,3,2,2,176,133,0,77.27
159,1014,2025-10,23,22,0,1,2,184,175,0,95.65
160,1014,2025-11,20,17,0,3,2,160,140,6,85.0
161,1014,2025-12,23,20,1,2,3,184,161,0,86.96
162,1015,2025-01,23,23,0,0,0,184,180,0,100.0
163,1015,2025-02,20,17,1,2,3,160,135,0,85.0
164,1015,2025-03,21,20,0,1,1,168,157,0,95.24
165,1015,2025-04,22,17,0,5,2,176,132,0,77.27
166,1015,2025-05,22,20,0,2,2,176,162,0,90.91
167,1015,2025-06,21,15,4,2,5,168,118,0,71.43
168,1015,2025-07,23,21,1,1,2,184,169,0,91.3
169,1015,2025-08,21,21,0,0,2,168,166,0,100.0
170,1015,2025-09,22,21,1,0,1,176,167,0,95.45
171,1015,2025-10,23,21,0,2,1,184,169,0,91.3
172,1015,2025-11,20,19,1,0,1,160,149,0,95.0
173,1015,2025-12,23,22,0,1,2,184,174,0,95.65
174,1016,2025-01,23,21,0,2,3,184,166,0,91.3
175,1016,2025-02,20,13,6,1,5,160,102,0,65.0
176,1016,2025-03,21,17,2,2,2,168,134,0,80.95
177,1016,2025-04,22,22,0,0,1,176,176,0,100.0
178,1016,2025-05,22,22,0,0,2,176,179,1,100.0
179,1016,2025-06,21,16,2,3,3,168,127,0,76.19
180,1016,2025-07,23,23,0,0,0,184,186,1,100.0
181,1016,2025-08,21,20,0,1,1,168,162,0,95.24
182,1016,2025-09,22,21,0,1,1,176,166,0,95.45
183,1016,2025-10,23,22,0,1,1,184,178,0,95.65
184,1016,2025-11,20,16,2,2,2,160,138,9,80.0
185,1016,2025-12,23,23,0,0,0,184,183,0,100.0
186,1017,2025-01,23,18,2,3,3,184,143,3,78.26
187,1017,2025-02,20,15,0,5,5,160,129,12,75.0
188,1017,2025-03,21,20,0,1,1,168,161,0,95.24
189,1017,2025-04,22,18,2,2,3,176,141,0,81.82
190,1017,2025-05,22,21,1,0,2,176,169,0,95.45
191,1017,2025-06,21,20,1,0,2,168,157,0,95.24
192,1017,2025-07,23,20,2,1,3,184,165,4,86.96
193,1017,2025-08,21,16,0,5,2,168,125,0,76.19
194,1017,2025-09,22,17,1,4,3,176,137,0,77.27
195,1017,2025-10,23,21,2,0,3,184,169,0,91.3
196,1017,2025-11,20,17,3,0,1,160,146,12,85.0
197,1017,2025-12,23,20,3,0,1,184,158,0,86.96
198,1018,2025-01,23,22,1,0,0,184,175,3,95.65
199,1018,2025-02,20,19,1,0,2,160,152,1,95.0
200,1018,2025-03,21,18,2,1,2,168,142,0,85.71
201,1018,2025-04,22,17,3,2,5,176,135,0,77.27
202,1018,2025-05,22,21,1,0,2,176,165,0,95.45
203,1018,2025-06,21,21,0,0,1,168,173,9,100.0
204,1018,2025-07,23,18,2,3,4,184,148,2,78.26
205,1018,2025-08,21,20,0,1,1,168,168,10,95.24
206,1018,2025-09,22,21,0,1,0,176,166,0,95.45
207,1018,2025-10,23,17,0,6,5,184,135,3,73.91
208,1018,2025-11,20,19,1,0,1,160,154,0,95.0
209,1018,2025-12,23,22,0,1,1,184,175,0,95.65
210,1019,2025-01,23,23,0,0,2,184,181,0,100.0
211,1019,2025-02,20,20,0,0,1,160,157,0,100.0
212,1019,2025-03,21,21,0,0,1,168,167,0,100.0
213,1019,2025-04,22,20,0,2,2,176,158,0,90.91
214,1019,2025-05,22,22,0,0,2,176,176,1,100.0
215,1019,2025-06,21,18,3,0,1,168,145,0,85.71
216,1019,2025-07,23,22,0,1,2,184,172,0,95.65
217,1019,2025-08,21,19,0,2,3,168,154,0,90.48
218,1019,2025-09,22,22,0,0,0,176,186,8,100.0
219,1019,2025-10,23,22,0,1,0,184,175,0,95.65
220,1019,2025-11,20,19,0,1,1,160,150,0,95.0
221,1019,2025-12,23,20,1,2,3,184,161,0,86.96
222,1020,2025-01,23,23,0,0,0,184,180,0,100.0
223,1020,2025-02,20,19,1,0,1,160,152,0,95.0
224,1020,2025-03,21,20,0,1,2,168,162,0,95.24
225,1020,2025-04,22,21,0,1,2,176,170,0,95.45
226,1020,2025-05,22,20,1,1,2,176,156,0,90.91
227,1020,2025-06,21,20,0,1,0,168,165,4,95.24
228,1020,2025-07,23,23,0,0,0,184,189,4,100.0
229,1020,2025-08,21,19,1,1,1,168,154,0,90.48
230,1020,2025-09,22,21,1,0,2,176,171,1,95.45
231,1020,2025-10,23,23,0,0,2,184,180,0,100.0
232,1020,2025-11,20,19,1,0,2,160,149,0,95.0
233,1020,2025-12,23,20,3,0,3,184,159,0,86.96
234,1021,2025-01,23,19,3,1,3,184,151,0,82.61
235,1021,2025-02,20,20,0,0,0,160,160,0,100.0
236,1021,2025-03,21,21,0,0,0,168,169,1,100.0
237,1021,2025-04,22,21,0,1,2,176,169,0,95.45
238,1021,2025-05,22,21,0,1,0,176,168,0,95.45
239,1021,2025-06,21,20,1,0,2,168,161,3,95.24
240,1021,2025-07,23,20,3,0,3,184,158,0,86.96
241,1021,2025-08,21,21,0,0,1,168,170,5,100.0
242,1021,2025-09,22,21,0,1,0,176,165,0,95.45
243,1021,2025-10,23,23,0,0,0,184,183,3,100.0
244,1021,2025-11,20,19,0,1,1,160,150,1,95.0
245,1021,2025-12,23,18,0,5,3,184,142,0,78.26
246,1022,2025-01,23,21,2,0,1,184,170,0,91.3
247,1022,2025-02,20,19,0,1,2,160,153,0,95.0
248,1022,2025-03,21,21,0,0,1,168,168,1,100.0
249,1022,2025-04,22,21,1,0,0,176,168,0,95.45
250,1022,2025-05,22,19,1,2,2,176,159,7,86.36
251,1022,2025-06,21,20,0,1,1,168,157,0,95.24
252,1022,2025-07,23,23,0,0,0,184,186,0,100.0
253,1022,2025-08,21,20,0,1,1,168,163,2,95.24
254,1022,2025-09,22,21,1,0,1,176,169,5,95.45
255,1022,2025-10,23,23,0,0,0,184,185,0,100.0
256,1022,2025-11,20,17,3,0,3,160,132,0,85.0
257,1022,2025-12,23,19,3,1,2,184,150,0,82.61
258,1023,2025-11,20,20,0,0,2,160,157,0,100.0
259,1023,2025-12,23,23,0,0,0,184,193,11,100.0
260,1024,2025-01,23,21,2,0,3,184,172,2,91.3
261,1024,2025-02,20,20,0,0,0,160,158,0,100.0
262,1024,2025-03,21,18,2,1,1,168,146,1,85.71
263,1024,2025-04,22,17,2,3,3,176,139,1,77.27
264,1024,2025-05,22,21,0,1,0,176,170,6,95.45
265,1024,2025-06,21,21,0,0,2,168,170,0,100.0
266,1024,2025-07,23,22,1,0,2,184,173,0,95.65
267,1024,2025-08,21,21,0,0,1,168,165,0,100.0
268,1024,2025-09,22,21,1,0,2,176,178,9,95.45
269,1024,2025-10,23,23,0,0,2,184,184,0,100.0
270,1024,2025-11,20,20,0,0,0,160,156,0,100.0
271,1024,2025-12,23,23,0,0,0,184,185,0,100.0
272,1025,2025-01,23,23,0,0,1,184,185,0,100.0
273,1025,2025-02,20,19,1,0,0,160,152,0,95.0
274,1025,2025-03,21,21,0,0,1,168,170,0,100.0
275,1025,2025-04,22,22,0,0,1,176,178,0,100.0
276,1025,2025-05,22,21,0,1,0,176,168,0,95.45
277,1025,2025-06,21,20,0,1,1,168,159,0,95.24
278,1025,2025-07,23,22,1,0,1,184,177,0,95.65
279,1025,2025-08,21,21,0,0,1,168,168,1,100.0
280,1025,2025-09,22,21,1,0,2,176,170,0,95.45
281,1025,2025-10,23,22,1,0,0,184,173,0,95.65
282,1025,2025-11,20,20,0,0,0,160,166,4,100.0
283,1025,2025-12,23,23,0,0,2,184,186,0,100.0
284,1026,2025-01,23,20,3,0,1,184,161,0,86.96
285,1026,2025-02,20,20,0,0,2,160,156,0,100.0
286,1026,2025-03,21,16,4,1,3,168,127,0,76.19
287,1026,2025-04,22,22,0,0,0,176,182,8,100.0
288,1026,2025-05,22,21,1,0,0,176,164,0,95.45
289,1026,2025-06,21,20,0,1,1,168,159,0,95.24
290,1026,2025-07,23,22,0,1,0,184,178,0,95.65
291,1026,2025-08,21,21,0,0,1,168,164,0,100.0
292,1026,2025-09,22,21,1,0,1,176,169,4,95.45
293,1026,2025-10,23,22,0,1,1,184,178,0,95.65
294,1026,2025-11,20,20,0,0,2,160,156,0,100.0
295,1026,2025-12,23,22,1,0,0,184,182,10,95.65
296,1027,2025-01,23,23,0,0,2,184,187,4,100.0
297,1027,2025-02,20,18,1,1,2,160,142,0,90.0
298,1027,2025-03,21,21,0,0,2,168,171,4,100.0
299,1027,2025-04,22,22,0,0,2,176,175,0,100.0
300,1027,2025-05,22,22,0,0,1,176,175,0,100.0
301,1027,2025-06,21,19,2,0,3,168,151,0,90.48
302,1027,2025-07,23,23,0,0,0,184,182,0,100.0
303,1027,2025-08,21,21,0,0,1,168,170,4,100.0
304,1027,2025-09,22,20,0,2,3,176,158,0,90.91
305,1027,2025-10,23,22,1,0,0,184,177,0,95.65
306,1027,2025-11,20,19,1,0,2,160,154,0,95.0
307,1027,2025-12,23,22,0,1,0,184,172,0,95.65
308,1028,2025-01,23,23,0,0,0,184,185,0,100.0
309,1028,2025-02,20,19,1,0,0,160,152,0,95.0
310,1028,2025-03,21,21,0,0,1,168,167,0,100.0
311,1028,2025-04,22,22,0,0,1,176,175,0,100.0
312,1028,2025-05,22,21,0,1,1,176,169,0,95.45
313,1028,2025-06,21,21,0,0,0,168,167,3,100.0
314,1028,2025-07,23,23,0,0,1,184,186,0,100.0
315,1028,2025-08,21,20,0,1,2,168,164,6,95.24
316,1028,2025-09,22,21,1,0,1,176,166,0,95.45
317,1028,2025-10,23,22,0,1,2,184,178,0,95.65
318,1028,2025-11,20,20,0,0,1,160,165,7,100.0
319,1028,2025-12,23,22,0,1,0,184,174,0,95.65
320,1029,2025-01,23,21,1,1,1,184,169,0,91.3
321,1029,2025-02,20,20,0,0,2,160,157,0,100.0
322,1029,2025-03,21,18,1,2,1,168,141,0,85.71
323,1029,2025-04,22,21,0,1,1,176,169,0,95.45
324,1029,2025-05,22,19,0,3,3,176,149,0,86.36
325,1029,2025-06,21,18,0,3,3,168,149,4,85.71
326,1029,2025-07,23,22,1,0,1,184,172,0,95.65
327,1029,2025-08,21,20,0,1,0,168,165,5,95.24
328,1029,2025-09,22,21,1,0,1,176,165,0,95.45
329,1029,2025-10,23,22,1,0,0,184,189,12,95.65
330,1029,2025-11,20,20,0,0,0,160,161,0,100.0
331,1029,2025-12,23,23,0,0,1,184,181,0,100.0
332,1030,2025-01,23,23,0,0,2,184,185,2,100.0
333,1030,2025-02,20,20,0,0,2,160,161,0,100.0
334,1030,2025-03,21,19,0,2,2,168,150,2,90.48
335,1030,2025-04,22,22,0,0,1,176,175,0,100.0
336,1030,2025-05,22,21,0,1,2,176,166,0,95.45
337,1030,2025-06,21,20,0,1,2,168,158,0,95.24
338,1030,2025-07,23,20,0,3,2,184,159,0,86.96
339,1030,2025-08,21,21,0,0,1,168,168,0,100.0
340,1030,2025-09,22,18,4,0,2,176,145,0,81.82
341,1030,2025-10,23,23,0,0,2,184,184,0,100.0
342,1030,2025-11,20,19,1,0,1,160,152,3,95.0
343,1030,2025-12,23,23,0,0,1,184,181,0,100.0
344,1031,2025-08,21,20,1,0,2,168,163,2,95.24
345,1031,2025-09,22,22,0,0,1,176,176,0,100.0
346,1031,2025-10,23,23,0,0,2,184,183,1,100.0
347,1031,2025-11,20,17,2,1,2,160,137,0,85.0
348,1031,2025-12,23,22,0,1,1,184,182,4,95.65
349,1032,2025-01,23,23,0,0,0,184,181,0,100.0
350,1032,2025-02,20,20,0,0,2,160,161,0,100.0
351,1032,2025-03,21,20,0,1,0,168,156,0,95.24
352,1032,2025-04,22,21,1,0,1,176,167,0,95.45
353,1032,2025-05,22,21,0,1,1,176,169,0,95.45
354,1032,2025-06,21,21,0,0,2,168,169,0,100.0
355,1032,2025-07,23,23,0,0,0,184,183,0,100.0
356,1032,2025-08,21,17,0,4,3,168,133,0,80.95
357,1032,2025-09,22,22,0,0,2,176,179,1,100.0
358,1032,2025-10,23,22,1,0,2,184,177,2,95.65
359,1032,2025-11,20,19,0,1,2,160,151,0,95.0
360,1032,2025-12,23,20,2,1,2,184,165,4,86.96
361,1033,2025-01,23,16,2,5,4,184,133,3,69.57
362,1033,2025-02,20,20,0,0,2,160,161,1,100.0
363,1033,2025-03,21,20,1,0,2,168,162,4,95.24
364,1033,2025-04,22,16,1,5,4,176,125,0,72.73
365,1033,2025-05,22,19,1,2,3,176,151,0,86.36
366,1033,2025-06,21,21,0,0,0,168,170,0,100.0
367,1033,2025-07,23,22,0,1,1,184,178,0,95.65
368,1033,2025-08,21,20,0,1,0,168,173,11,95.24
369,1033,2025-09,22,19,0,3,3,176,166,12,86.36
370,1033,2025-10,23,20,0,3,1,184,161,0,86.96
371,1033,2025-11,20,19,1,0,0,160,153,0,95.0
372,1033,2025-12,23,22,0,1,0,184,174,0,95.65
373,1034,2025-01,23,22,1,0,1,184,172,0,95.65
374,1034,2025-02,20,19,0,1,1,160,154,0,95.0
375,1034,2025-03,21,20,1,0,1,168,165,4,95.24
376,1034,2025-04,22,22,0,0,2,176,176,0,100.0
377,1034,2025-05,22,21,0,1,2,176,170,0,95.45
378,1034,2025-06,21,21,0,0,0,168,166,0,100.0
379,1034,2025-07,23,23,0,0,1,184,182,0,100.0
380,1034,2025-08,21,20,1,0,2,168,162,0,95.24
381,1034,2025-09,22,18,2,2,3,176,149,4,81.82
382,1034,2025-10,23,22,1,0,1,184,173,0,95.65
383,1034,2025-11,20,19,1,0,0,160,152,0,95.0
384,1034,2025-12,23,23,0,0,1,184,182,0,100.0
385,1035,2025-01,23,19,4,0,3,184,148,0,82.61
386,1035,2025-02,20,19,1,0,0,160,149,0,95.0
387,1035,2025-03,21,20,1,0,1,168,160,0,95.24
388,1035,2025-04,22,22,0,0,1,176,176,1,100.0
389,1035,2025-05,22,22,0,0,0,176,175,0,100.0
390,1035,2025-06,21,21,0,0,1,168,168,0,100.0
391,1035,2025-07,23,16,2,5,3,184,129,3,69.57
392,1035,2025-08,21,16,5,0,4,168,126,0,76.19
393,1035,2025-09,22,22,0,0,2,176,184,7,100.0
394,1035,2025-10,23,20,3,0,1,184,161,0,86.96
395,1035,2025-11,20,17,1,2,1,160,134,0,85.0
396,1035,2025-12,23,19,1,3,3,184,150,0,82.61
397,1036,2025-01,23,22,1,0,1,184,172,0,95.65
398,1036,2025-02,20,20,0,0,0,160,162,0,100.0
399,1036,2025-03,21,20,1,0,1,168,161,3,95.24
400,1036,2025-04,22,22,0,0,0,176,173,0,100.0
401,1036,2025-05,22,19,0,3,1,176,153,0,86.36
402,1036,2025-06,21,20,1,0,1,168,162,0,95.24
403,1036,2025-07,23,22,1,0,0,184,173,0,95.65
404,1036,2025-08,21,21,0,0,0,168,169,0,100.0
405,1036,2025-09,22,18,4,0,4,176,146,0,81.82
406,1036,2025-10,23,22,1,0,1,184,172,0,95.65
407,1036,2025-11,20,17,0,3,1,160,137,0,85.0
408,1036,2025-12,23,23,0,0,1,184,180,0,100.0
409,1037,2025-01,23,21,2,0,2,184,164,0,91.3
410,1037,2025-02,20,19,1,0,2,160,152,3,95.0
411,1037,2025-03,21,21,0,0,2,168,170,0,100.0
412,1037,2025-04,22,20,0,2,3,176,161,0,90.91
413,1037,2025-05,22,22,0,0,0,176,178,2,100.0
414,1037,2025-06,21,18,1,2,2,168,155,10,85.71
415,1037,2025-07,23,23,0,0,2,184,184,0,100.0
416,1037,2025-08,21,21,0,0,0,168,168,0,100.0
417,1037,2025-09,22,21,0,1,0,176,165,1,95.45
418,1037,2025-10,23,23,0,0,2,184,180,0,100.0
419,1037,2025-11,20,18,1,1,1,160,146,2,90.0
420,1037,2025-12,23,20,0,3,3,184,156,0,86.96
421,1038,2025-01,23,21,1,1,1,184,175,6,91.3
422,1038,2025-02,20,17,1,2,1,160,140,2,85.0
423,1038,2025-03,21,20,0,1,1,168,161,0,95.24
424,1038,2025-04,22,15,5,2,2,176,124,6,68.18
425,1038,2025-05,22,21,1,0,2,176,164,0,95.45
426,1038,2025-06,21,20,0,1,2,168,163,2,95.24
427,1038,2025-07,23,22,1,0,1,184,175,0,95.65
428,1038,2025-08,21,20,0,1,2,168,158,0,95.24
429,1038,2025-09,22,20,0,2,2,176,161,0,90.91
430,1038,2025-10,23,22,1,0,0,184,174,0,95.65
431,1038,2025-11,20,20,0,0,2,160,166,4,100.0
432,1038,2025-12,23,18,5,0,5,184,146,0,78.26
433,1039,2025-01,23,22,1,0,1,184,175,0,95.65
434,1039,2025-02,20,20,0,0,0,160,161,0,100.0
435,1039,2025-03,21,20,0,1,2,168,159,0,95.24
436,1039,2025-04,22,21,1,0,2,176,170,0,95.45
437,1039,2025-05,22,22,0,0,0,176,178,0,100.0
438,1039,2025-06,21,18,2,1,3,168,142,0,85.71
439,1039,2025-07,23,22,1,0,0,184,178,0,95.65
440,1039,2025-08,21,20,0,1,2,168,156,0,95.24
441,1039,2025-09,22,22,0,0,0,176,175,1,100.0
442,1039,2025-10,23,21,2,0,1,184,173,4,91.3
443,1039,2025-11,20,19,1,0,1,160,151,0,95.0
444,1039,2025-12,23,23,0,0,2,184,185,0,100.0
445,1040,2025-01,23,22,0,1,0,184,179,3,95.65
446,1040,2025-02,20,20,0,0,1,160,157,0,100.0
447,1040,2025-03,21,21,0,0,1,168,169,0,100.0
448,1040,2025-04,22,22,0,0,2,176,172,0,100.0
449,1040,2025-05,22,16,2,4,3,176,125,0,72.73
450,1040,2025-06,21,20,1,0,2,168,166,4,95.24
451,1040,2025-07,23,21,2,0,1,184,164,0,91.3
452,1040,2025-08,21,21,0,0,0,168,170,4,100.0
453,1040,2025-09,22,20,2,0,1,176,162,0,90.91
454,1040,2025-10,23,20,2,1,2,184,159,0,86.96
455,1040,2025-11,20,16,0,4,4,160,126,0,80.0
456,1040,2025-12,23,20,3,0,3,184,160,3,86.96
457,1041,2025-01,23,22,1,0,1,184,174,0,95.65
458,1041,2025-02,20,16,1,3,5,160,142,12,80.0
459,1041,2025-03,21,21,0,0,1,168,182,12,100.0
460,1041,2025-04,22,19,2,1,3,176,153,0,86.36
461,1041,2025-05,22,20,2,0,1,176,157,0,90.91
462,1041,2025-06,21,18,1,2,3,168,140,0,85.71
