salary_id,employee_id,month,basic_salary,hra,special_allowance,overtime_pay,gross_salary,tax_deduction,pf_deduction,leave_deduction,total_deductions,net_salary
108,1009,2025-12,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
109,1010,2025-01,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
110,1010,2025-02,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4750.0,35387.5,92862.5
111,1010,2025-03,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4523.81,35161.31,93088.69
112,1010,2025-04,95000,19000.0,14250.0,1500,129750.0,19462.5,11400.0,0.0,30862.5,98887.5
113,1010,2025-05,95000,19000.0,14250.0,1000,129250.0,19387.5,11400.0,0.0,30787.5,98462.5
114,1010,2025-06,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4523.81,35161.31,93088.69
115,1010,2025-07,95000,19000.0,14250.0,1500,129750.0,19462.5,11400.0,0.0,30862.5,98887.5
116,1010,2025-08,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,4523.81,35161.31,93088.69
117,1010,2025-09,95000,19000.0,14250.0,4000,132250.0,19837.5,11400.0,4318.18,35555.68,96694.32
118,1010,2025-10,95000,19000.0,14250.0,2000,130250.0,19537.5,11400.0,0.0,30937.5,99312.5
119,1010,2025-11,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
120,1010,2025-12,95000,19000.0,14250.0,0,128250.0,19237.5,11400.0,0.0,30637.5,97612.5
121,1011,2025-01,70000,14000.0,10500.0,5500,100000.0,10000.0,8400.0,3043.48,21443.48,78556.52
122,1011,2025-02,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,0.0,17900.0,77100.0
123,1011,2025-03,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3333.33,21183.33,73316.67
124,1011,2025-04,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
125,1011,2025-05,70000,14000.0,10500.0,2500,97000.0,9700.0,8400.0,9545.45,27645.45,69354.55
126,1011,2025-06,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
127,1011,2025-07,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,12173.91,30073.91,64926.09
128,1011,2025-08,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
129,1011,2025-09,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
130,1011,2025-10,70000,14000.0,10500.0,2000,96500.0,9650.0,8400.0,0.0,18050.0,78450.0
131,1011,2025-11,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3500.0,21350.0,73150.0
132,1011,2025-12,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,0.0,17900.0,77100.0
133,1012,2025-01,70000,14000.0,10500.0,4500,99000.0,9900.0,8400.0,9130.43,27430.43,71569.57
134,1012,2025-02,70000,14000.0,10500.0,1000,95500.0,9550.0,8400.0,3500.0,21450.0,74050.0
135,1012,2025-03,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
136,1012,2025-04,70000,14000.0,10500.0,2000,96500.0,9650.0,8400.0,0.0,18050.0,78450.0
137,1012,2025-05,70000,14000.0,10500.0,6000,100500.0,15075.0,8400.0,3181.82,26656.82,73843.18
138,1012,2025-06,70000,14000.0,10500.0,6000,100500.0,15075.0,8400.0,10000.0,33475.0,67025.0
139,1012,2025-07,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,6086.96,23936.96,70563.04
140,1012,2025-08,70000,14000.0,10500.0,5000,99500.0,9950.0,8400.0,10000.0,28350.0,71150.0
141,1012,2025-09,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3181.82,21031.82,73468.18
142,1012,2025-10,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,6086.96,23936.96,70563.04
143,1012,2025-11,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
144,1012,2025-12,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
145,1013,2025-01,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,7826.09,36851.09,84648.91
146,1013,2025-02,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
147,1013,2025-03,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
148,1013,2025-04,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
149,1013,2025-05,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,4090.91,33115.91,88384.09
150,1013,2025-06,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
151,1013,2025-07,90000,18000.0,13500.0,1000,122500.0,18375.0,10800.0,0.0,29175.0,93325.0
152,1013,2025-08,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,12857.14,41882.14,79617.86
153,1013,2025-09,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,20454.55,49479.55,72020.45
154,1013,2025-10,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,3913.04,32938.04,88561.96
155,1013,2025-11,90000,18000.0,13500.0,1000,122500.0,18375.0,10800.0,0.0,29175.0,93325.0
156,1013,2025-12,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
157,1014,2025-11,150000,30000.0,22500.0,0,202500.0,30375.0,18000.0,0.0,48375.0,154125.0
158,1014,2025-12,150000,30000.0,22500.0,0,202500.0,30375.0,18000.0,39130.43,87505.43,114994.57
159,1015,2025-01,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,3913.04,32938.04,88561.96
160,1015,2025-02,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
161,1015,2025-03,90000,18000.0,13500.0,1500,123000.0,18450.0,10800.0,0.0,29250.0,93750.0
162,1015,2025-04,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
163,1015,2025-05,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,4090.91,33115.91,88384.09
164,1015,2025-06,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
165,1015,2025-07,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
166,1015,2025-08,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
167,1015,2025-09,90000,18000.0,13500.0,2500,124000.0,18600.0,10800.0,4090.91,33490.91,90509.09
168,1015,2025-10,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
169,1015,2025-11,90000,18000.0,13500.0,1000,122500.0,18375.0,10800.0,22500.0,51675.0,70825.0
170,1015,2025-12,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
171,1016,2025-02,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
172,1016,2025-03,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,5714.29,44414.29,117585.71
173,1016,2025-04,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,5454.55,44154.55,117845.45
174,1016,2025-05,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
175,1016,2025-06,120000,24000.0,18000.0,1500,163500.0,24525.0,14400.0,5714.29,44639.29,118860.71
176,1016,2025-07,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
177,1016,2025-08,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
178,1016,2025-09,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
179,1016,2025-10,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
180,1016,2025-11,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,0.0,38700.0,123300.0
181,1016,2025-12,120000,24000.0,18000.0,0,162000.0,24300.0,14400.0,5217.39,43917.39,118082.61
182,1017,2025-01,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
183,1017,2025-02,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
184,1017,2025-03,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3333.33,21183.33,73316.67
185,1017,2025-04,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
186,1017,2025-05,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,12727.27,30577.27,63922.73
187,1017,2025-06,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3333.33,21183.33,73316.67
188,1017,2025-07,70000,14000.0,10500.0,500,95000.0,9500.0,8400.0,0.0,17900.0,77100.0
189,1017,2025-08,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3333.33,21183.33,73316.67
190,1017,2025-09,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
191,1017,2025-10,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,3043.48,20893.48,73606.52
192,1017,2025-11,70000,14000.0,10500.0,0,94500.0,9450.0,8400.0,0.0,17850.0,76650.0
193,1017,2025-12,70000,14000.0,10500.0,3000,97500.0,9750.0,8400.0,0.0,18150.0,79350.0
194,1018,2025-01,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4347.83,17097.83,50402.17
195,1018,2025-02,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2500.0,15250.0,52250.0
196,1018,2025-03,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
197,1018,2025-04,50000,10000.0,7500.0,2500,70000.0,7000.0,6000.0,0.0,13000.0,57000.0
198,1018,2025-05,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
199,1018,2025-06,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
200,1018,2025-07,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4347.83,17097.83,50402.17
201,1018,2025-08,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
202,1018,2025-09,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2272.73,15022.73,52477.27
203,1018,2025-10,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
204,1018,2025-11,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,5000.0,17750.0,49750.0
205,1018,2025-12,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
206,1019,2025-01,50000,10000.0,7500.0,500,68000.0,6800.0,6000.0,0.0,12800.0,55200.0
207,1019,2025-02,50000,10000.0,7500.0,3000,70500.0,7050.0,6000.0,2500.0,15550.0,54950.0
208,1019,2025-03,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
209,1019,2025-04,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
210,1019,2025-05,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
211,1019,2025-06,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2380.95,15130.95,52369.05
212,1019,2025-07,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
213,1019,2025-08,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,4761.9,17511.9,49988.1
214,1019,2025-09,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
215,1019,2025-10,50000,10000.0,7500.0,1000,68500.0,6850.0,6000.0,2173.91,15023.91,53476.09
216,1019,2025-11,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,5000.0,17750.0,49750.0
217,1019,2025-12,50000,10000.0,7500.0,6000,73500.0,7350.0,6000.0,0.0,13350.0,60150.0
218,1020,2025-01,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,2826.09,19401.09,68348.91
219,1020,2025-02,65000,13000.0,9750.0,1000,88750.0,8875.0,7800.0,0.0,16675.0,72075.0
220,1020,2025-03,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
221,1020,2025-04,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,2954.55,19529.55,68220.45
222,1020,2025-05,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
223,1020,2025-06,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
224,1020,2025-07,65000,13000.0,9750.0,1000,88750.0,8875.0,7800.0,0.0,16675.0,72075.0
225,1020,2025-08,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
226,1020,2025-09,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
227,1020,2025-10,65000,13000.0,9750.0,2000,89750.0,8975.0,7800.0,0.0,16775.0,72975.0
228,1020,2025-11,65000,13000.0,9750.0,0,87750.0,8775.0,7800.0,0.0,16575.0,71175.0
229,1020,2025-12,65000,13000.0,9750.0,2000,89750.0,8975.0,7800.0,0.0,16775.0,72975.0
230,1021,2025-07,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
231,1021,2025-08,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
232,1021,2025-09,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
233,1021,2025-10,90000,18000.0,13500.0,5500,127000.0,19050.0,10800.0,7826.09,37676.09,89323.91
234,1021,2025-11,90000,18000.0,13500.0,2000,123500.0,18525.0,10800.0,18000.0,47325.0,76175.0
235,1021,2025-12,90000,18000.0,13500.0,0,121500.0,18225.0,10800.0,0.0,29025.0,92475.0
236,1022,2025-01,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
237,1022,2025-02,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2500.0,15250.0,52250.0
238,1022,2025-03,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
239,1022,2025-04,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
240,1022,2025-05,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2272.73,15022.73,52477.27
241,1022,2025-06,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,0.0,12750.0,54750.0
242,1022,2025-07,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
243,1022,2025-08,50000,10000.0,7500.0,5500,73000.0,7300.0,6000.0,11904.76,25204.76,47795.24
244,1022,2025-09,50000,10000.0,7500.0,2000,69500.0,6950.0,6000.0,0.0,12950.0,56550.0
245,1022,2025-10,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,13043.48,25793.48,41706.52
246,1022,2025-11,50000,10000.0,7500.0,3000,70500.0,7050.0,6000.0,0.0,13050.0,57450.0
247,1022,2025-12,50000,10000.0,7500.0,0,67500.0,6750.0,6000.0,2173.91,14923.91,52576.09
248,1023,2025-04,80000,16000.0,12000.0,500,108500.0,16275.0,9600.0,0.0,25875.0,82625.0
249,1023,2025-05,80000,16000.0,12000.0,0,108000.0,16200.0,9600.0,7272.73,33072.73,74927.27
250,1023,2025-06,80000,16000.0,12000.0,0,108000.0,16200.0,9600.0,0.0,25800.0,82200.0
251,1023,2025-07,80000,16000.0,12000.0,0,108000.0,16200.0,9600.0,0.0,25800.0,82200.0
252,1023,2025-08,80000,16000.0,12000.0,0,108000.0,16200.0,9600.0,0.0,25800.0,82200.0
253,1023,2025-09,80000,16000.0,12000.0,0,108000.0,16200.0,9600.0,7272.73,33072.73,74927.27
