attendance_id,employee_id,month,working_days,present_days,leave_days,absent_days,late_days,expected_working_hours,actual_working_hours,overtime_hours,attendance_percentage
125,1011,2025-05,22,17,2,3,3,176,139,5,77.27
126,1011,2025-06,21,21,0,0,1,168,167,0,100.0
127,1011,2025-07,23,19,0,4,3,184,153,1,82.61
128,1011,2025-08,21,21,0,0,0,168,165,0,100.0
129,1011,2025-09,22,21,1,0,0,176,169,0,95.45
130,1011,2025-10,23,23,0,0,0,184,185,4,100.0
131,1011,2025-11,20,19,0,1,0,160,153,0,95.0
132,1011,2025-12,23,22,1,0,1,184,175,1,95.65
133,1012,2025-01,23,20,0,3,2,184,170,9,86.96
134,1012,2025-02,20,19,0,1,2,160,151,2,95.0
135,1012,2025-03,21,21,0,0,2,168,167,0,100.0
136,1012,2025-04,22,19,3,0,3,176,152,4,86.36
137,1012,2025-05,22,21,0,1,1,176,179,12,95.45
138,1012,2025-06,21,18,0,3,3,168,156,12,85.71
139,1012,2025-07,23,19,2,2,4,184,151,0,82.61
140,1012,2025-08,21,18,0,3,1,168,155,10,85.71
141,1012,2025-09,22,21,0,1,2,176,168,0,95.45
142,1012,2025-10,23,16,5,2,3,184,126,0,69.57
143,1012,2025-11,20,20,0,0,1,160,162,0,100.0
144,1012,2025-12,23,23,0,0,2,184,186,0,100.0
145,1013,2025-01,23,21,0,2,3,184,165,0,91.3
146,1013,2025-02,20,20,0,0,1,160,159,0,100.0
147,1013,2025-03,21,20,1,0,2,168,159,0,95.24
148,1013,2025-04,22,22,0,0,0,176,176,0,100.0
149,1013,2025-05,22,21,0,1,0,176,165,0,95.45
150,1013,2025-06,21,20,1,0,0,168,159,0,95.24
151,1013,2025-07,23,23,0,0,1,184,187,2,100.0
152,1013,2025-08,21,18,0,3,3,168,143,0,85.71
153,1013,2025-09,22,16,1,5,3,176,127,0,72.73
154,1013,2025-10,23,22,0,1,0,184,177,0,95.65
155,1013,2025-11,20,19,1,0,2,160,156,2,95.0
156,1013,2025-12,23,22,1,0,1,184,175,0,95.65
157,1014,2025-11,20,20,0,0,2,160,158,0,100.0
158,1014,2025-12,23,17,0,6,5,184,138,0,73.91
159,1015,2025-01,23,22,0,1,0,184,176,0,95.65
160,1015,2025-02,20,17,3,0,3,160,134,0,85.0
161,1015,2025-03,21,20,1,0,1,168,159,3,95.24
162,1015,2025-04,22,21,1,0,1,176,170,0,95.45
163,1015,2025-05,22,19,2,1,2,176,149,0,86.36
164,1015,2025-06,21,21,0,0,0,168,165,0,100.0
165,1015,2025-07,23,23,0,0,0,184,185,0,100.0
166,1015,2025-08,21,21,0,0,0,168,168,0,100.0
167,1015,2025-09,22,21,0,1,2,176,169,5,95.45
168,1015,2025-10,23,20,3,0,1,184,156,0,86.96
169,1015,2025-11,20,15,0,5,3,160,124,2,75.0
170,1015,2025-12,23,23,0,0,2,184,184,0,100.0
171,1016,2025-02,20,19,1,0,1,160,150,0,95.0
172,1016,2025-03,21,16,4,1,5,168,126,0,76.19
173,1016,2025-04,22,21,0,1,1,176,164,0,95.45
174,1016,2025-05,22,21,1,0,2,176,169,0,95.45
175,1016,2025-06,21,18,2,1,2,168,147,3,85.71
176,1016,2025-07,23,22,1,0,2,184,173,0,95.65
177,1016,2025-08,21,21,0,0,1,168,165,0,100.0
178,1016,2025-09,22,22,0,0,1,176,175,0,100.0
179,1016,2025-10,23,23,0,0,2,184,182,0,100.0
180,1016,2025-11,20,19,1,0,0,160,153,0,95.0
181,1016,2025-12,23,22,0,1,1,184,172,0,95.65
182,1017,2025-01,23,22,0,1,0,184,178,0,95.65
183,1017,2025-02,20,20,0,0,1,160,159,0,100.0
184,1017,2025-03,21,20,0,1,2,168,158,0,95.24
185,1017,2025-04,22,22,0,0,1,176,178,0,100.0
186,1017,2025-05,22,18,0,4,2,176,142,0,81.82
187,1017,2025-06,21,20,0,1,0,168,161,0,95.24
188,1017,2025-07,23,23,0,0,1,184,184,1,100.0
189,1017,2025-08,21,20,0,1,0,168,156,0,95.24
190,1017,2025-09,22,22,0,0,2,176,178,0,100.0
191,1017,2025-10,23,21,1,1,2,184,170,0,91.3
192,1017,2025-11,20,20,0,0,2,160,158,0,100.0
193,1017,2025-12,23,22,1,0,2,184,181,6,95.65
194,1018,2025-01,23,20,1,2,3,184,162,0,86.96
195,1018,2025-02,20,19,0,1,1,160,154,0,95.0
196,1018,2025-03,21,20,0,1,2,168,160,0,95.24
197,1018,2025-04,22,22,0,0,0,176,177,5,100.0
198,1018,2025-05,22,22,0,0,2,176,178,0,100.0
199,1018,2025-06,21,21,0,0,0,168,164,0,100.0
200,1018,2025-07,23,20,1,2,3,184,159,0,86.96
201,1018,2025-08,21,20,0,1,2,168,156,0,95.24
202,1018,2025-09,22,21,0,1,0,176,168,0,95.45
203,1018,2025-10,23,23,0,0,1,184,181,0,100.0
204,1018,2025-11,20,15,3,2,3,160,117,0,75.0
205,1018,2025-12,23,22,1,0,2,184,177,0,95.65
206,1019,2025-01,23,23,0,0,0,184,182,1,100.0
207,1019,2025-02,20,18,1,1,3,160,146,6,90.0
208,1019,2025-03,21,20,0,1,2,168,156,0,95.24
209,1019,2025-04,22,22,0,0,1,176,172,0,100.0
210,1019,2025-05,22,21,1,0,0,176,169,0,95.45
211,1019,2025-06,21,20,0,1,2,168,156,0,95.24
212,1019,2025-07,23,22,0,1,2,184,174,0,95.65
213,1019,2025-08,21,17,2,2,5,168,134,0,80.95
214,1019,2025-09,22,22,0,0,1,176,173,0,100.0
215,1019,2025-10,23,22,0,1,2,184,175,2,95.65
216,1019,2025-11,20,17,1,2,2,160,137,0,85.0
217,1019,2025-12,23,23,0,0,1,184,198,12,100.0
218,1020,2025-01,23,22,0,1,2,184,173,0,95.65
219,1020,2025-02,20,19,1,0,1,160,152,2,95.0
220,1020,2025-03,21,21,0,0,0,168,167,0,100.0
221,1020,2025-04,22,21,0,1,0,176,167,0,95.45
222,1020,2025-05,22,22,0,0,1,176,175,0,100.0
223,1020,2025-06,21,20,1,0,1,168,156,0,95.24
224,1020,2025-07,23,22,1,0,1,184,175,2,95.65
225,1020,2025-08,21,20,1,0,0,168,160,0,95.24
226,1020,2025-09,22,22,0,0,2,176,177,0,100.0
227,1020,2025-10,23,22,1,0,1,184,176,4,95.65
228,1020,2025-11,20,19,1,0,2,160,152,0,95.0
229,1020,2025-12,23,21,2,0,3,184,168,4,91.3
230,1021,2025-07,23,18,5,0,2,184,145,0,78.26
231,1021,2025-08,21,21,0,0,0,168,169,0,100.0
232,1021,2025-09,22,21,1,0,2,176,166,0,95.45
233,1021,2025-10,23,20,1,2,3,184,169,11,86.96
234,1021,2025-11,20,13,3,4,4,160,105,4,65.0
235,1021,2025-12,23,20,3,0,2,184,161,0,86.96
236,1022,2025-01,23,23,0,0,2,184,185,0,100.0
237,1022,2025-02,20,17,2,1,3,160,133,0,85.0
238,1022,2025-03,21,21,0,0,2,168,167,0,100.0
239,1022,2025-04,22,22,0,0,2,176,174,0,100.0
240,1022,2025-05,22,21,0,1,2,176,166,0,95.45
241,1022,2025-06,21,18,3,0,3,168,143,0,85.71
242,1022,2025-07,23,22,0,1,1,184,177,0,95.65
243,1022,2025-08,21,14,2,5,3,168,122,11,66.67
244,1022,2025-09,22,21,1,0,1,176,173,4,95.45
245,1022,2025-10,23,16,1,6,2,184,125,0,69.57
246,1022,2025-11,20,20,0,0,1,160,163,6,100.0
247,1022,2025-12,23,19,3,1,2,184,151,0,82.61
248,1023,2025-04,22,22,0,0,2,176,174,1,100.0
249,1023,2025-05,22,18,2,2,5,176,141,0,81.82
250,1023,2025-06,21,21,0,0,2,168,164,0,100.0
251,1023,2025-07,23,22,1,0,1,184,173,0,95.65
252,1023,2025-08,21,20,1,0,2,168,156,0,95.24
253,1023,2025-09,22,19,1,2,1,176,151,0,86.36
254,1023,2025-10,23,22,1,0,0,184,176,0,95.65
255,1023,2025-11,20,16,3,1,4,160,125,0,80.0
256,1023,2025-12,23,20,3,0,1,184,159,0,86.96
257,1024,2025-11,20,19,1,0,1,160,148,0,95.0
258,1024,2025-12,23,22,1,0,0,184,177,0,95.65
259,1025,2025-01,23,23,0,0,1,184,186,0,100.0
260,1025,2025-02,20,19,0,1,0,160,148,0,95.0
261,1025,2025-03,21,20,1,0,1,168,167,10,95.24
262,1025,2025-04,22,17,3,2,3,176,135,0,77.27
263,1025,2025-05,22,22,0,0,0,176,184,11,100.0
264,1025,2025-06,21,21,0,0,1,168,169,4,100.0
265,1025,2025-07,23,22,0,1,1,184,181,4,95.65
266,1025,2025-08,21,21,0,0,2,168,168,1,100.0
267,1025,2025-09,22,19,2,1,1,176,154,0,86.36
268,1025,2025-10,23,22,0,1,1,184,176,0,95.65
269,1025,2025-11,20,20,0,0,0,160,158,0,100.0
270,1025,2025-12,23,22,1,0,2,184,178,6,95.65
271,1026,2025-01,23,22,1,0,0,184,174,0,95.65
272,1026,2025-02,20,19,0,1,2,160,152,0,95.0
273,1026,2025-03,21,20,1,0,0,168,158,0,95.24
274,1026,2025-04,22,21,1,0,0,176,166,0,95.45
275,1026,2025-05,22,17,5,0,4,176,140,2,77.27
276,1026,2025-06,21,20,1,0,2,168,157,1,95.24
277,1026,2025-07,23,20,2,1,2,184,156,0,86.96
278,1026,2025-08,21,19,2,0,1,168,151,0,90.48
279,1026,2025-09,22,19,0,3,3,176,148,0,86.36
280,1026,2025-10,23,23,0,0,0,184,182,0,100.0
281,1026,2025-11,20,19,1,0,0,160,150,0,95.0
282,1026,2025-12,23,23,0,0,2,184,183,0,100.0
283,1027,2025-01,23,22,0,1,2,184,175,0,95.65
284,1027,2025-02,20,17,0,3,2,160,134,0,85.0
285,1027,2025-03,21,20,1,0,1,168,162,0,95.24
286,1027,2025-04,22,15,6,1,2,176,122,0,68.18
287,1027,2025-05,22,21,0,1,2,176,171,1,95.45
288,1027,2025-06,21,20,0,1,0,168,163,6,95.24
289,1027,2025-07,23,22,0,1,2,184,176,0,95.65
290,1027,2025-08,21,18,0,3,3,168,144,0,85.71
291,1027,2025-09,22,22,0,0,0,176,181,3,100.0
292,1027,2025-10,23,20,2,1,2,184,157,0,86.96
293,1027,2025-11,20,20,0,0,2,160,162,0,100.0
294,1027,2025-12,23,23,0,0,0,184,184,0,100.0
295,1028,2025-01,23,20,2,1,3,184,158,0,86.96
296,1028,2025-02,20,17,2,1,1,160,135,0,85.0
297,1028,2025-03,21,20,0,1,1,168,166,4,95.24
298,1028,2025-04,22,22,0,0,1,176,178,4,100.0
299,1028,2025-05,22,21,1,0,2,176,167,0,95.45
300,1028,2025-06,21,21,0,0,1,168,165,0,100.0
301,1028,2025-07,23,21,0,2,2,184,167,0,91.3
302,1028,2025-08,21,18,1,2,2,168,142,0,85.71
303,1028,2025-09,22,22,0,0,1,176,176,3,100.0
304,1028,2025-10,23,22,0,1,0,184,177,0,95.65
305,1028,2025-11,20,20,0,0,2,160,161,0,100.0
306,1028,2025-12,23,22,0,1,0,184,180,3,95.65
307,1029,2025-01,23,22,0,1,2,184,173,0,95.65
308,1029,2025-02,20,19,0,1,0,160,152,0,95.0
309,1029,2025-03,21,21,0,0,2,168,169,0,100.0
310,1029,2025-04,22,21,0,1,0,176,172,4,95.45
311,1029,2025-05,22,21,1,0,2,176,167,0,95.45
312,1029,2025-06,21,19,0,2,2,168,154,0,90.48
313,1029,2025-07,23,23,0,0,2,184,182,0,100.0
314,1029,2025-08,21,20,0,1,0,168,160,0,95.24
315,1029,2025-09,22,20,0,2,2,176,159,1,90.91
316,1029,2025-10,23,22,1,0,0,184,173,0,95.65
317,1029,2025-11,20,19,1,0,2,160,166,12,95.0
318,1029,2025-12,23,22,0,1,0,184,175,0,95.65
319,1030,2025-01,23,22,0,1,1,184,172,0,95.65
320,1030,2025-02,20,20,0,0,1,160,156,0,100.0
321,1030,2025-03,21,20,0,1,2,168,160,0,95.24
322,1030,2025-04,22,21,0,1,1,176,164,0,95.45
323,1030,2025-05,22,21,1,0,1,176,167,3,95.45
324,1030,2025-06,21,20,1,0,2,168,159,3,95.24
325,1030,2025-07,23,23,0,0,0,184,193,10,100.0
326,1030,2025-08,21,20,0,1,0,168,159,0,95.24
327,1030,2025-09,22,21,0,1,2,176,169,0,95.45
328,1030,2025-10,23,23,0,0,1,184,181,0,100.0
329,1030,2025-11,20,15,1,4,3,160,122,0,75.0
330,1030,2025-12,23,21,1,1,1,184,174,6,91.3
331,1031,2025-01,23,18,5,0,5,184,143,0,78.26
332,1031,2025-02,20,19,0,1,1,160,154,0,95.0
333,1031,2025-03,21,16,0,5,5,168,132,2,76.19
334,1031,2025-04,22,21,0,1,1,176,168,0,95.45
335,1031,2025-05,22,19,0,3,2,176,153,0,86.36
336,1031,2025-06,21,21,0,0,2,168,171,6,100.0
337,1031,2025-07,23,21,1,1,2,184,170,0,91.3
338,1031,2025-08,21,20,1,0,2,168,160,0,95.24
339,1031,2025-09,22,21,1,0,0,176,165,0,95.45
340,1031,2025-10,23,23,0,0,0,184,186,0,100.0
341,1031,2025-11,20,20,0,0,2,160,158,0,100.0
342,1031,2025-12,23,22,0,1,0,184,176,0,95.65
343,1032,2025-01,23,22,1,0,2,184,175,0,95.65
344,1032,2025-02,20,19,0,1,1,160,153,0,95.0
345,1032,2025-03,21,18,0,3,3,168,145,0,85.71
346,1032,2025-04,22,22,0,0,2,176,173,0,100.0
347,1032,2025-05,22,22,0,0,2,176,176,0,100.0
348,1032,2025-06,21,21,0,0,0,168,170,3,100.0
349,1032,2025-07,23,21,0,2,1,184,165,0,91.3
350,1032,2025-08,21,21,0,0,2,168,167,0,100.0
351,1032,2025-09,22,21,1,0,0,176,166,0,95.45
352,1032,2025-10,23,23,0,0,0,184,186,0,100.0
353,1032,2025-11,20,17,2,1,1,160,139,2,85.0
354,1032,2025-12,23,23,0,0,2,184,181,0,100.0
355,1033,2025-01,23,22,0,1,1,184,181,4,95.65
356,1033,2025-02,20,19,0,1,2,160,151,3,95.0
357,1033,2025-03,21,14,6,1,4,168,108,0,66.67
358,1033,2025-04,22,21,0,1,2,176,167,0,95.45
359,1033,2025-05,22,22,0,0,0,176,175,0,100.0
360,1033,2025-06,21,20,1,0,1,168,164,5,95.24
361,1033,2025-07,23,20,3,0,1,184,161,0,86.96
362,1033,2025-08,21,20,0,1,0,168,168,10,95.24
363,1033,2025-09,22,17,2,3,2,176,134,0,77.27
364,1033,2025-10,23,21,1,1,2,184,168,0,91.3
365,1033,2025-11,20,19,0,1,2,160,154,0,95.0
366,1033,2025-12,23,21,2,0,3,184,169,0,91.3
367,1034,2025-10,23,23,0,0,2,184,187,2,100.0
368,1034,2025-11,20,19,0,1,0,160,159,8,95.0
369,1034,2025-12,23,22,0,1,2,184,174,0,95.65
370,1035,2025-01,23,23,0,0,0,184,188,2,100.0
371,1035,2025-02,20,19,1,0,0,160,148,0,95.0
372,1035,2025-03,21,21,0,0,0,168,169,0,100.0
373,1035,2025-04,22,21,0,1,2,176,165,0,95.45
374,1035,2025-05,22,21,0,1,0,176,164,0,95.45
375,1035,2025-06,21,20,0,1,0,168,157,0,95.24
376,1035,2025-07,23,20,2,1,2,184,161,5,86.96
377,1035,2025-08,21,21,0,0,0,168,170,0,100.0
378,1035,2025-09,22,21,0,1,1,176,165,0,95.45
379,1035,2025-10,23,22,0,1,2,184,173,0,95.65
380,1035,2025-11,20,19,1,0,2,160,158,4,95.0
381,1035,2025-12,23,20,2,1,3,184,157,0,86.96
382,1036,2025-05,22,19,3,0,3,176,148,0,86.36
383,1036,2025-06,21,18,3,0,3,168,141,0,85.71
384,1036,2025-07,23,22,1,0,1,184,173,0,95.65
385,1036,2025-08,21,15,2,4,2,168,128,9,71.43
386,1036,2025-09,22,21,1,0,2,176,165,1,95.45
387,1036,2025-10,23,20,2,1,1,184,156,0,86.96
388,1036,2025-11,20,20,0,0,1,160,162,0,100.0
389,1036,2025-12,23,23,0,0,2,184,183,2,100.0
390,1037,2025-01,23,23,0,0,1,184,183,2,100.0
391,1037,2025-02,20,20,0,0,1,160,169,8,100.0
392,1037,2025-03,21,20,1,0,2,168,157,0,95.24
393,1037,2025-04,22,21,1,0,1,176,168,0,95.45
394,1037,2025-05,22,21,0,1,1,176,176,12,95.45
395,1037,2025-06,21,18,2,1,1,168,143,0,85.71
396,1037,2025-07,23,22,1,0,2,184,182,5,95.65
397,1037,2025-08,21,20,0,1,0,168,161,3,95.24
398,1037,2025-09,22,17,4,1,2,176,138,0,77.27
399,1037,2025-10,23,22,0,1,2,184,172,0,95.65
400,1037,2025-11,20,19,0,1,2,160,151,2,95.0
401,1037,2025-12,23,20,1,2,3,184,158,0,86.96
402,1038,2025-01,23,22,0,1,1,184,172,0,95.65
403,1038,2025-02,20,15,1,4,5,160,117,0,75.0
404,1038,2025-03,21,18,3,0,1,168,140,0,85.71
405,1038,2025-04,22,17,3,2,5,176,133,0,77.27
406,1038,2025-05,22,21,1,0,0,176,165,0,95.45
407,1038,2025-06,21,16,2,3,5,168,130,0,76.19
408,1038,2025-07,23,22,0,1,1,184,176,2,95.65
409,1038,2025-08,21,21,0,0,0,168,165,0,100.0
410,1038,2025-09,22,22,0,0,1,176,186,10,100.0
411,1038,2025-10,23,23,0,0,2,184,180,0,100.0
412,1038,2025-11,20,19,0,1,0,160,161,10,95.0
413,1038,2025-12,23,21,2,0,2,184,167,1,91.3
414,1039,2025-08,21,20,1,0,1,168,160,0,95.24
415,1039,2025-09,22,19,2,1,1,176,153,0,86.36
416,1039,2025-10,23,20,0,3,3,184,158,1,86.96
417,1039,2025-11,20,19,0,1,2,160,154,0,95.0
418,1039,2025-12,23,23,0,0,2,184,190,4,100.0
419,1040,2025-01,23,23,0,0,1,184,187,2,100.0
420,1040,2025-02,20,20,0,0,0,160,159,0,100.0
421,1040,2025-03,21,21,0,0,2,168,167,0,100.0
422,1040,2025-04,22,19,2,1,3,176,153,3,86.36
423,1040,2025-05,22,21,0,1,0,176,170,0,95.45
424,1040,2025-06,21,21,0,0,2,168,166,0,100.0
425,1040,2025-07,23,22,1,0,0,184,179,3,95.65
426,1040,2025-08,21,21,0,0,2,168,170,0,100.0
427,1040,2025-09,22,21,1,0,2,176,169,5,95.45
428,1040,2025-10,23,22,0,1,2,184,174,0,95.65
429,1040,2025-11,20,19,1,0,1,160,149,0,95.0
430,1040,2025-12,23,23,0,0,2,184,180,0,100.0
431,1041,2025-01,23,22,1,0,2,184,172,0,95.65
432,1041,2025-02,20,19,0,1,0,160,153,0,95.0
433,1041,2025-03,21,20,0,1,2,168,161,0,95.24
434,1041,2025-04,22,21,1,0,2,176,170,0,95.45
435,1041,2025-05,22,21,1,0,2,176,167,0,95.45
436,1041,2025-06,21,14,3,4,2,168,110,0,66.67
437,1041,2025-07,23,22,0,1,2,184,175,3,95.65
438,1041,2025-08,21,14,2,5,3,168,112,0,66.67
439,1041,2025-09,22,19,0,3,3,176,148,0,86.36
440,1041,2025-10,23,23,0,0,1,184,185,0,100.0
441,1041,2025-11,20,20,0,0,2,160,156,0,100.0
442,1041,2025-12,23,22,0,1,2,184,178,0,95.65
443,1042,2025-01,23,22,0,1,0,184,174,0,95.65
444,1042,2025-02,20,20,0,0,2,160,160,3,100.0
445,1042,2025-03,21,18,2,1,2,168,158,12,85.71
446,1042,2025-04,22,16,5,1,3,176,130,4,72.73
447,1042,2025-05,22,21,1,0,2,176,166,0,95.45
448,1042,2025-06,21,20,0,1,1,168,156,0,95.24
449,1042,2025-07,23,22,0,1,1,184,177,0,95.65
450,1042,2025-08,21,21,0,0,0,168,169,0,100.0
451,1042,2025-09,22,21,1,0,0,176,164,0,95.45
452,1042,2025-10,23,23,0,0,2,184,180,0,100.0
453,1042,2025-11,20,19,0,1,2,160,153,0,95.0
454,1042,2025-12,23,23,0,0,0,184,185,0,100.0
455,1043,2025-01,23,22,0,1,1,184,172,0,95.65
456,1043,2025-02,20,20,0,0,2,160,167,11,100.0
457,1043,2025-03,21,20,0,1,0,168,156,0,95.24
458,1043,2025-04,22,21,0,1,2,176,166,0,95.45
459,1043,2025-05,22,15,6,1,5,176,123,3,68.18
460,1043,2025-06,21,19,2,0,3,168,153,0,90.48
461,1043,2025-07,23,20,1,2,3,184,157,0,86.96
462,1043,2025-08,21,21,0,0,1,168,176,6,100.0
